Port Name,State,Port Code,Border,Date,Measure,Value
Norton,VT,211,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,317
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/1996 12:00:00 AM,Trains,96
Point Roberts,WA,3017,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,1389
Portal,ND,3403,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,4354
Calexico East,CA,2507,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Richford,VT,203,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Ferry,WA,3013,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Massena,NY,704,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,9
Douglas,AZ,2601,US-Mexico Border,02/01/1996 12:00:00 AM,Trains,0
Vanceboro,ME,105,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,46
Nighthawk,WA,3011,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Maida,ND,3416,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Sweetgrass,MT,3310,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,1223
Derby Line,VT,209,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,76
Northgate,ND,3406,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Opheim,MT,3317,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,526
Sweetgrass,MT,3310,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,124
Oroville,WA,3019,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Rio Grande City,TX,2307,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Sweetgrass,MT,3310,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,1229
Porthill,ID,3308,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Naco,AZ,2603,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Noonan,ND,3420,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Sarles,ND,3409,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Eastport,ID,3302,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,3135
Eagle Pass,TX,2303,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,1216
Richford,VT,203,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Pembina,ND,3401,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,10076
Piegan,MT,3316,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,9
Detroit,MI,3801,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,109917
Laurier,WA,3016,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Sault Sainte Marie,MI,3803,US-Canada Border,02/01/1996 12:00:00 AM,Trains,46
St. John,ND,3405,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Naco,AZ,2603,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,7281
Sault Sainte Marie,MI,3803,US-Canada Border,01/01/1996 12:00:00 AM,Buses,775
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,3879
Calais,ME,115,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Rio Grande City,TX,2307,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Whitetail,MT,3312,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Ferry,WA,3013,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,183
Frontier,WA,3020,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,682
Pembina,ND,3401,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,10628
Skagway,AK,3103,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Tornillo-Fabens,TX,2404,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,10
Sumas,WA,3009,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
El Paso,TX,2402,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,326808
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,7126
Jackman,ME,104,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,2103
Rio Grande City,TX,2307,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,313
Lynden,WA,3023,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Highgate Springs-Alburg,VT,212,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,393
Champlain-Rouses Point,NY,712,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,22210
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Ogdensburg,NY,701,US-Canada Border,01/01/1996 12:00:00 AM,Buses,28
Alexandria Bay,NY,708,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,526
Maida,ND,3416,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Hansboro,ND,3415,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Pembina,ND,3401,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,0
Roma,TX,2310,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Hannah,ND,3408,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Pinecreek,MN,3425,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Lynden,WA,3023,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,296
Piegan,MT,3316,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,74
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,20687
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,9119
Ferry,WA,3013,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,10
Portal,ND,3403,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,330
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,354777
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Alcan,AK,3104,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,9
Nighthawk,WA,3011,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,24
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1788
Sault Sainte Marie,MI,3803,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,1130
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,153
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Trains,51
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,28732
Presidio,TX,2403,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,40
Massena,NY,704,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Walhalla,ND,3407,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,869
Calexico East,CA,2507,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,254
Fortuna,ND,3417,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Pembina,ND,3401,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Noonan,ND,3420,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,77
Grand Portage,MN,3613,US-Canada Border,01/01/1996 12:00:00 AM,Buses,126
Skagway,AK,3103,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Noonan,ND,3420,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Fort Fairfield,ME,107,US-Canada Border,01/01/1996 12:00:00 AM,Buses,15
Alexandria Bay,NY,708,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,80615
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,38957
Whitetail,MT,3312,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Portland,ME,101,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,0
Detroit,MI,3801,US-Canada Border,01/01/1996 12:00:00 AM,Trains,315
Jackman,ME,104,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,77
Whitlash,MT,3321,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Carbury,ND,3421,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Westhope,ND,3419,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,452
Alcan,AK,3104,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Buses,9
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Otay Mesa,CA,2506,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,39263
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,142
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Sweetgrass,MT,3310,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,1117
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Whitlash,MT,3321,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Progreso,TX,2309,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
Presidio,TX,2403,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,129948
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Sarles,ND,3409,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Turner,MT,3306,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Sault Sainte Marie,MI,3803,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,111
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,5
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Andrade,CA,2502,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,301
Sarles,ND,3409,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,580
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Walhalla,ND,3407,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Westhope,ND,3419,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,303
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,7861
Grand Portage,MN,3613,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
El Paso,TX,2402,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,1248022
Calais,ME,115,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,897
Laurier,WA,3016,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,909
Grand Portage,MN,3613,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,23247
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Carbury,ND,3421,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,1049
Massena,NY,704,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,198027
Fort Kent,ME,110,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Vanceboro,ME,105,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,4
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Buses,6
Maida,ND,3416,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Trains,299
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,547
Oroville,WA,3019,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,42215
Vanceboro,ME,105,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,48
El Paso,TX,2402,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Naco,AZ,2603,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,0
Danville,WA,3012,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Eastport,ID,3302,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,26
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,270
Detroit,MI,3801,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1737820
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,4113
Presidio,TX,2403,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,147
Sweetgrass,MT,3310,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,1111
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,1932
Noonan,ND,3420,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
San Ysidro,CA,2504,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Eagle Pass,TX,2303,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,366
Massena,NY,704,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Buffalo-Niagara Falls,NY,901,US-Canada Border,01/01/1996 12:00:00 AM,Buses,1813
International Falls-Ranier,MN,3604,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Sasabe,AZ,2606,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,5395
Carbury,ND,3421,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,144
Dalton Cache,AK,3106,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Dalton Cache,AK,3106,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,94
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,13
Turner,MT,3306,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Champlain-Rouses Point,NY,712,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,95
Jackman,ME,104,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,929
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,15386
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,106
Otay Mesa,CA,2506,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,796268
Carbury,ND,3421,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,2328
Boundary,WA,3015,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Sasabe,AZ,2606,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,1212
Frontier,WA,3020,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,3981
Buffalo-Niagara Falls,NY,901,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,5293
Point Roberts,WA,3017,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,66349
Laurier,WA,3016,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,23
Lukeville,AZ,2602,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Frontier,WA,3020,US-Canada Border,01/01/1996 12:00:00 AM,Trains,21
International Falls-Ranier,MN,3604,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,184
Alcan,AK,3104,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,965
Roma,TX,2310,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
Vanceboro,ME,105,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,467
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,6064
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Buses,3
Frontier,WA,3020,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Derby Line,VT,209,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,0
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,51754
Brownsville,TX,2301,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Point Roberts,WA,3017,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,1082
Maida,ND,3416,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,2336
Point Roberts,WA,3017,US-Canada Border,01/01/1996 12:00:00 AM,Buses,68
Oroville,WA,3019,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Porthill,ID,3308,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,1635
Piegan,MT,3316,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Skagway,AK,3103,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Columbus,NM,2406,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Roma,TX,2310,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,1002
Point Roberts,WA,3017,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,132698
Rio Grande City,TX,2307,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,8004
Tornillo-Fabens,TX,2404,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,0
Vanceboro,ME,105,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,64
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Detroit,MI,3801,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,633393
Bridgewater,ME,127,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,30814
Turner,MT,3306,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,717
Detroit,MI,3801,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Highgate Springs-Alburg,VT,212,US-Canada Border,01/01/1996 12:00:00 AM,Trains,29
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,70438
Otay Mesa,CA,2506,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,1558
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,221
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Calexico East,CA,2507,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Noonan,ND,3420,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,11
Calexico,CA,2503,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,521
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Danville,WA,3012,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,88
Turner,MT,3306,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Portland,ME,101,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,4648
Rio Grande City,TX,2307,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,0
Presidio,TX,2403,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,119
International Falls-Ranier,MN,3604,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,4510
Noonan,ND,3420,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Portal,ND,3403,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Calexico,CA,2503,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,592466
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,665
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,5280
Sasabe,AZ,2606,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Raymond,MT,3301,US-Canada Border,01/01/1996 12:00:00 AM,Buses,4
Fort Fairfield,ME,107,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,310
Nighthawk,WA,3011,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Roma,TX,2310,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,383
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Skagway,AK,3103,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,624
Sumas,WA,3009,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,2535
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,1417
Calexico East,CA,2507,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Sumas,WA,3009,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,195738
Blaine,WA,3004,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,32055
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,11293
Portland,ME,101,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Pembina,ND,3401,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,0
Jackman,ME,104,US-Canada Border,01/01/1996 12:00:00 AM,Buses,21
Hannah,ND,3408,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Sarles,ND,3409,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Progreso,TX,2309,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,1346
Ogdensburg,NY,701,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,2221
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,47
Jackman,ME,104,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,102
Nighthawk,WA,3011,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,32
Oroville,WA,3019,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Brownsville,TX,2301,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,928
Whitetail,MT,3312,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,3
Andrade,CA,2502,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,55412
Presidio,TX,2403,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,347
Calexico East,CA,2507,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Ferry,WA,3013,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1359
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,1038
Tornillo-Fabens,TX,2404,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,49007
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1707553
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,1885
International Falls-Ranier,MN,3604,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Portal,ND,3403,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,699
Hansboro,ND,3415,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Turner,MT,3306,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Naco,AZ,2603,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Progreso,TX,2309,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,691
Houlton,ME,106,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Lukeville,AZ,2602,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,5801
Hannah,ND,3408,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,33
Van Buren,ME,108,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,62323
San Ysidro,CA,2504,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
Oroville,WA,3019,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,12
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,8853
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,1430
Portland,ME,101,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,0
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,319994
Skagway,AK,3103,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
